,0,1,2,3
858,39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",4025,"Yavapai County, AZ"
859,39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",25005,"Bristol County, MA"
860,39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",44001,"Bristol County, RI"
861,39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",44003,"Kent County, RI"
862,39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",44005,"Newport County, RI"
863,39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",44007,"Providence County, RI"
864,39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",44009,"Washington County, RI"
865,39340,"Provo-Orem, UT (Metropolitan Statistical Area)",49023,"Juab County, UT"
866,39340,"Provo-Orem, UT (Metropolitan Statistical Area)",49049,"Utah County, UT"
867,39380,"Pueblo, CO (Metropolitan Statistical Area)",8101,"Pueblo County, CO"
868,39460,"Punta Gorda, FL (Metropolitan Statistical Area)",12015,"Charlotte County, FL"
869,39540,"Racine, WI (Metropolitan Statistical Area)",55101,"Racine County, WI"
870,39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",37069,"Franklin County, NC"
871,39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",37101,"Johnston County, NC"
872,39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",37183,"Wake County, NC"
873,39660,"Rapid City, SD (Metropolitan Statistical Area)",46093,"Meade County, SD"
874,39660,"Rapid City, SD (Metropolitan Statistical Area)",46103,"Pennington County, SD"
875,39740,"Reading, PA (Metropolitan Statistical Area)",42011,"Berks County, PA"
876,39820,"Redding, CA (Metropolitan Statistical Area)",6089,"Shasta County, CA"
877,39900,"Reno, NV (Metropolitan Statistical Area)",32029,"Storey County, NV"
878,39900,"Reno, NV (Metropolitan Statistical Area)",32031,"Washoe County, NV"
879,40060,"Richmond, VA (Metropolitan Statistical Area)",51007,"Amelia County, VA"
880,40060,"Richmond, VA (Metropolitan Statistical Area)",51036,"Charles City County, VA"
881,40060,"Richmond, VA (Metropolitan Statistical Area)",51041,"Chesterfield County, VA"
882,40060,"Richmond, VA (Metropolitan Statistical Area)",51075,"Goochland County, VA"
883,40060,"Richmond, VA (Metropolitan Statistical Area)",51085,"Hanover County, VA"
884,40060,"Richmond, VA (Metropolitan Statistical Area)",51087,"Henrico County, VA"
885,40060,"Richmond, VA (Metropolitan Statistical Area)",51097,"King and Queen County, VA"
886,40060,"Richmond, VA (Metropolitan Statistical Area)",51101,"King William County, VA"
887,40060,"Richmond, VA (Metropolitan Statistical Area)",51127,"New Kent County, VA"
888,40060,"Richmond, VA (Metropolitan Statistical Area)",51145,"Powhatan County, VA"
889,40060,"Richmond, VA (Metropolitan Statistical Area)",51183,"Sussex County, VA"
890,40060,"Richmond, VA (Metropolitan Statistical Area)",51760,"Richmond, VA"
891,40060,"Richmond, VA (Metropolitan Statistical Area)",51918,"['Dinwiddie County, VA', 'Colonial Heights, VA', 'Petersburg, VA']"
892,40060,"Richmond, VA (Metropolitan Statistical Area)",51941,"['Prince George County, VA', 'Hopewell, VA']"
893,40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",6065,"Riverside County, CA"
894,40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",6071,"San Bernardino County, CA"
895,40220,"Roanoke, VA (Metropolitan Statistical Area)",51023,"Botetourt County, VA"
896,40220,"Roanoke, VA (Metropolitan Statistical Area)",51045,"Craig County, VA"
897,40220,"Roanoke, VA (Metropolitan Statistical Area)",51067,"Franklin County, VA"
898,40220,"Roanoke, VA (Metropolitan Statistical Area)",51770,"Roanoke, VA"
899,40220,"Roanoke, VA (Metropolitan Statistical Area)",51944,"['Roanoke County, VA', 'Salem, VA']"
900,40340,"Rochester, MN (Metropolitan Statistical Area)",27039,"Dodge County, MN"
901,40340,"Rochester, MN (Metropolitan Statistical Area)",27045,"Fillmore County, MN"
902,40340,"Rochester, MN (Metropolitan Statistical Area)",27109,"Olmsted County, MN"
903,40340,"Rochester, MN (Metropolitan Statistical Area)",27157,"Wabasha County, MN"
904,40380,"Rochester, NY (Metropolitan Statistical Area)",36051,"Livingston County, NY"
905,40380,"Rochester, NY (Metropolitan Statistical Area)",36055,"Monroe County, NY"
906,40380,"Rochester, NY (Metropolitan Statistical Area)",36069,"Ontario County, NY"
907,40380,"Rochester, NY (Metropolitan Statistical Area)",36073,"Orleans County, NY"
908,40380,"Rochester, NY (Metropolitan Statistical Area)",36117,"Wayne County, NY"
909,40380,"Rochester, NY (Metropolitan Statistical Area)",36123,"Yates County, NY"
910,40420,"Rockford, IL (Metropolitan Statistical Area)",17007,"Boone County, IL"
911,40420,"Rockford, IL (Metropolitan Statistical Area)",17201,"Winnebago County, IL"
912,40580,"Rocky Mount, NC (Metropolitan Statistical Area)",37065,"Edgecombe County, NC"
913,40580,"Rocky Mount, NC (Metropolitan Statistical Area)",37127,"Nash County, NC"
914,40660,"Rome, GA (Metropolitan Statistical Area)",13115,"Floyd County, GA"
915,40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",6017,"El Dorado County, CA"
916,40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",6061,"Placer County, CA"
917,40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",6067,"Sacramento County, CA"
918,40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",6113,"Yolo County, CA"
919,40980,"Saginaw, MI (Metropolitan Statistical Area)",26145,"Saginaw County, MI"
920,41060,"St. Cloud, MN (Metropolitan Statistical Area)",27009,"Benton County, MN"
921,41060,"St. Cloud, MN (Metropolitan Statistical Area)",27145,"Stearns County, MN"
922,41100,"St. George, UT (Metropolitan Statistical Area)",49053,"Washington County, UT"
923,41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",20043,"Doniphan County, KS"
924,41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",29003,"Andrew County, MO"
925,41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",29021,"Buchanan County, MO"
926,41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",29063,"DeKalb County, MO"
927,41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",17005,"Bond County, IL"
928,41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",17013,"Calhoun County, IL"
929,41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",17027,"Clinton County, IL"
930,41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",17083,"Jersey County, IL"
931,41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",17117,"Macoupin County, IL"
932,41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",17119,"Madison County, IL"
933,41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",17133,"Monroe County, IL"
934,41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",17163,"St. Clair County, IL"
935,41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",29071,"Franklin County, MO"
936,41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",29099,"Jefferson County, MO"
937,41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",29113,"Lincoln County, MO"
938,41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",29183,"St. Charles County, MO"
939,41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",29189,"St. Louis County, MO"
940,41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",29219,"Warren County, MO"
941,41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",29510,"St. Louis, MO"
942,41420,"Salem, OR (Metropolitan Statistical Area)",41047,"Marion County, OR"
943,41420,"Salem, OR (Metropolitan Statistical Area)",41053,"Polk County, OR"
944,41500,"Salinas, CA (Metropolitan Statistical Area)",6053,"Monterey County, CA"
945,41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",10005,"Sussex County, DE"
946,41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",24039,"Somerset County, MD"
947,41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",24045,"Wicomico County, MD"
948,41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",24047,"Worcester County, MD"
949,41620,"Salt Lake City, UT (Metropolitan Statistical Area)",49035,"Salt Lake County, UT"
950,41620,"Salt Lake City, UT (Metropolitan Statistical Area)",49045,"Tooele County, UT"
951,41660,"San Angelo, TX (Metropolitan Statistical Area)",48235,"Irion County, TX"
952,41660,"San Angelo, TX (Metropolitan Statistical Area)",48431,"Sterling County, TX"
953,41660,"San Angelo, TX (Metropolitan Statistical Area)",48451,"Tom Green County, TX"
954,41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",48013,"Atascosa County, TX"
955,41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",48019,"Bandera County, TX"
956,41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",48029,"Bexar County, TX"
957,41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",48091,"Comal County, TX"
958,41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",48187,"Guadalupe County, TX"
959,41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",48259,"Kendall County, TX"
960,41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",48325,"Medina County, TX"
961,41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",48493,"Wilson County, TX"
962,41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",6073,"San Diego County, CA"
963,41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",6001,"Alameda County, CA"
964,41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",6013,"Contra Costa County, CA"
965,41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",6041,"Marin County, CA"
966,41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",6075,"San Francisco County, CA"
967,41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",6081,"San Mateo County, CA"
968,41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",6069,"San Benito County, CA"
969,41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",6085,"Santa Clara County, CA"
970,42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",6079,"San Luis Obispo County, CA"
971,42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",6087,"Santa Cruz County, CA"
972,42140,"Santa Fe, NM (Metropolitan Statistical Area)",35049,"Santa Fe County, NM"
973,42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",6083,"Santa Barbara County, CA"
974,42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",6097,"Sonoma County, CA"
975,42340,"Savannah, GA (Metropolitan Statistical Area)",13029,"Bryan County, GA"
976,42340,"Savannah, GA (Metropolitan Statistical Area)",13051,"Chatham County, GA"
977,42340,"Savannah, GA (Metropolitan Statistical Area)",13103,"Effingham County, GA"
978,42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",42069,"Lackawanna County, PA"
979,42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",42079,"Luzerne County, PA"
980,42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",42131,"Wyoming County, PA"
981,42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",53033,"King County, WA"
982,42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",53053,"Pierce County, WA"
983,42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",53061,"Snohomish County, WA"
984,42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",12061,"Indian River County, FL"
985,42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",12055,"Highlands County, FL"
986,43100,"Sheboygan, WI (Metropolitan Statistical Area)",55117,"Sheboygan County, WI"
987,43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",48181,"Grayson County, TX"
988,43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",22015,"Bossier County, LA"
989,43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",22017,"Caddo County, LA"
990,43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",22031,"De Soto County, LA"
991,43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",4003,"Cochise County, AZ"
992,43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",19193,"Woodbury County, IA"
993,43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",31043,"Dakota County, NE"
994,43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",31051,"Dixon County, NE"
995,43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",46127,"Union County, SD"
996,43620,"Sioux Falls, SD (Metropolitan Statistical Area)",46083,"Lincoln County, SD"
997,43620,"Sioux Falls, SD (Metropolitan Statistical Area)",46087,"McCook County, SD"
998,43620,"Sioux Falls, SD (Metropolitan Statistical Area)",46099,"Minnehaha County, SD"
999,43620,"Sioux Falls, SD (Metropolitan Statistical Area)",46125,"Turner County, SD"
1000,43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",18141,"St. Joseph County, IN"
1001,43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",26027,"Cass County, MI"
1002,43900,"Spartanburg, SC (Metropolitan Statistical Area)",45083,"Spartanburg County, SC"
1003,44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",53063,"Spokane County, WA"
1004,44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",53065,"Stevens County, WA"
1005,44100,"Springfield, IL (Metropolitan Statistical Area)",17129,"Menard County, IL"
1006,44100,"Springfield, IL (Metropolitan Statistical Area)",17167,"Sangamon County, IL"
1007,44140,"Springfield, MA (Metropolitan Statistical Area)",25011,"Franklin County, MA"
1008,44140,"Springfield, MA (Metropolitan Statistical Area)",25013,"Hampden County, MA"
1009,44140,"Springfield, MA (Metropolitan Statistical Area)",25015,"Hampshire County, MA"
1010,44180,"Springfield, MO (Metropolitan Statistical Area)",29043,"Christian County, MO"
1011,44180,"Springfield, MO (Metropolitan Statistical Area)",29059,"Dallas County, MO"
1012,44180,"Springfield, MO (Metropolitan Statistical Area)",29077,"Greene County, MO"
1013,44180,"Springfield, MO (Metropolitan Statistical Area)",29167,"Polk County, MO"
1014,44180,"Springfield, MO (Metropolitan Statistical Area)",29225,"Webster County, MO"
1015,44220,"Springfield, OH (Metropolitan Statistical Area)",39023,"Clark County, OH"
1016,44300,"State College, PA (Metropolitan Statistical Area)",42027,"Centre County, PA"
1017,44420,"Staunton, VA (Metropolitan Statistical Area)",51907,"['Augusta County, VA', 'Staunton, VA', 'Waynesboro, VA']"
1018,44700,"Stockton, CA (Metropolitan Statistical Area)",6077,"San Joaquin County, CA"
1019,44940,"Sumter, SC (Metropolitan Statistical Area)",45027,"Clarendon County, SC"
1020,44940,"Sumter, SC (Metropolitan Statistical Area)",45085,"Sumter County, SC"
1021,45060,"Syracuse, NY (Metropolitan Statistical Area)",36053,"Madison County, NY"
1022,45060,"Syracuse, NY (Metropolitan Statistical Area)",36067,"Onondaga County, NY"
1023,45060,"Syracuse, NY (Metropolitan Statistical Area)",36075,"Oswego County, NY"
1024,45220,"Tallahassee, FL (Metropolitan Statistical Area)",12039,"Gadsden County, FL"
1025,45220,"Tallahassee, FL (Metropolitan Statistical Area)",12065,"Jefferson County, FL"
1026,45220,"Tallahassee, FL (Metropolitan Statistical Area)",12073,"Leon County, FL"
1027,45220,"Tallahassee, FL (Metropolitan Statistical Area)",12129,"Wakulla County, FL"
1028,45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",12053,"Hernando County, FL"
1029,45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",12057,"Hillsborough County, FL"
1030,45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",12101,"Pasco County, FL"
1031,45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",12103,"Pinellas County, FL"
1032,45460,"Terre Haute, IN (Metropolitan Statistical Area)",18021,"Clay County, IN"
1033,45460,"Terre Haute, IN (Metropolitan Statistical Area)",18121,"Parke County, IN"
1034,45460,"Terre Haute, IN (Metropolitan Statistical Area)",18153,"Sullivan County, IN"
1035,45460,"Terre Haute, IN (Metropolitan Statistical Area)",18165,"Vermillion County, IN"
1036,45460,"Terre Haute, IN (Metropolitan Statistical Area)",18167,"Vigo County, IN"
1037,45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",5081,"Little River County, AR"
1038,45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",5091,"Miller County, AR"
1039,45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",48037,"Bowie County, TX"
1040,45540,"The Villages, FL (Metropolitan Statistical Area)",12119,"Sumter County, FL"
1041,45780,"Toledo, OH (Metropolitan Statistical Area)",39051,"Fulton County, OH"
1042,45780,"Toledo, OH (Metropolitan Statistical Area)",39095,"Lucas County, OH"
1043,45780,"Toledo, OH (Metropolitan Statistical Area)",39123,"Ottawa County, OH"
1044,45780,"Toledo, OH (Metropolitan Statistical Area)",39173,"Wood County, OH"
1045,45820,"Topeka, KS (Metropolitan Statistical Area)",20085,"Jackson County, KS"
1046,45820,"Topeka, KS (Metropolitan Statistical Area)",20087,"Jefferson County, KS"
1047,45820,"Topeka, KS (Metropolitan Statistical Area)",20139,"Osage County, KS"
1048,45820,"Topeka, KS (Metropolitan Statistical Area)",20177,"Shawnee County, KS"
1049,45820,"Topeka, KS (Metropolitan Statistical Area)",20197,"Wabaunsee County, KS"
1050,45940,"Trenton-Princeton, NJ (Metropolitan Statistical Area)",34021,"Mercer County, NJ"
1051,46060,"Tucson, AZ (Metropolitan Statistical Area)",4019,"Pima County, AZ"
1052,46140,"Tulsa, OK (Metropolitan Statistical Area)",40037,"Creek County, OK"
1053,46140,"Tulsa, OK (Metropolitan Statistical Area)",40111,"Okmulgee County, OK"
1054,46140,"Tulsa, OK (Metropolitan Statistical Area)",40113,"Osage County, OK"
1055,46140,"Tulsa, OK (Metropolitan Statistical Area)",40117,"Pawnee County, OK"
1056,46140,"Tulsa, OK (Metropolitan Statistical Area)",40131,"Rogers County, OK"
1057,46140,"Tulsa, OK (Metropolitan Statistical Area)",40143,"Tulsa County, OK"
1058,46140,"Tulsa, OK (Metropolitan Statistical Area)",40145,"Wagoner County, OK"
1059,46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",1063,"Greene County, AL"
1060,46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",1065,"Hale County, AL"
1061,46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",1107,"Pickens County, AL"
1062,46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",1125,"Tuscaloosa County, AL"
1063,46300,"Twin Falls, ID (Metropolitan Statistical Area)",16053,"Jerome County, ID"
1064,46300,"Twin Falls, ID (Metropolitan Statistical Area)",16083,"Twin Falls County, ID"
1065,46340,"Tyler, TX (Metropolitan Statistical Area)",48423,"Smith County, TX"
1066,46520,"Urban Honolulu, HI (Metropolitan Statistical Area)",15003,"Honolulu County, HI"
1067,46540,"Utica-Rome, NY (Metropolitan Statistical Area)",36043,"Herkimer County, NY"
1068,46540,"Utica-Rome, NY (Metropolitan Statistical Area)",36065,"Oneida County, NY"
1069,46660,"Valdosta, GA (Metropolitan Statistical Area)",13027,"Brooks County, GA"
1070,46660,"Valdosta, GA (Metropolitan Statistical Area)",13101,"Echols County, GA"
1071,46660,"Valdosta, GA (Metropolitan Statistical Area)",13173,"Lanier County, GA"
1072,46660,"Valdosta, GA (Metropolitan Statistical Area)",13185,"Lowndes County, GA"
1073,46700,"Vallejo, CA (Metropolitan Statistical Area)",6095,"Solano County, CA"
1074,47020,"Victoria, TX (Metropolitan Statistical Area)",48175,"Goliad County, TX"
1075,47020,"Victoria, TX (Metropolitan Statistical Area)",48469,"Victoria County, TX"
1076,47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",34011,"Cumberland County, NJ"
1077,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",37029,"Camden County, NC"
1078,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",37053,"Currituck County, NC"
1079,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",37073,"Gates County, NC"
1080,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",51073,"Gloucester County, VA"
1081,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",51093,"Isle of Wight County, VA"
1082,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",51115,"Mathews County, VA"
1083,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",51550,"Chesapeake, VA"
1084,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",51650,"Hampton, VA"
1085,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",51700,"Newport News, VA"
1086,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",51710,"Norfolk, VA"
1087,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",51740,"Portsmouth, VA"
1088,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",51800,"Suffolk, VA"
1089,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",51810,"Virginia Beach, VA"
1090,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",51931,"['James City County, VA', 'Williamsburg,, VA']"
1091,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",51949,"['Southampton County, VA', 'Franklin, VA']"
1092,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",51958,"['York County, VA', 'Poquoson, VA']"
1093,47300,"Visalia, CA (Metropolitan Statistical Area)",6107,"Tulare County, CA"
1094,47380,"Waco, TX (Metropolitan Statistical Area)",48145,"Falls County, TX"
1095,47380,"Waco, TX (Metropolitan Statistical Area)",48309,"McLennan County, TX"
1096,47460,"Walla Walla, WA (Metropolitan Statistical Area)",53071,"Walla Walla County, WA"
1097,47580,"Warner Robins, GA (Metropolitan Statistical Area)",13153,"Houston County, GA"
1098,47580,"Warner Robins, GA (Metropolitan Statistical Area)",13225,"Peach County, GA"
1099,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",11001,"District of Columbia County, DC"
1100,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",24009,"Calvert County, MD"
1101,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",24017,"Charles County, MD"
1102,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",24021,"Frederick County, MD"
1103,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",24031,"Montgomery County, MD"
1104,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",24033,"Prince George's County, MD"
1105,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",51013,"Arlington County, VA"
1106,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",51043,"Clarke County, VA"
1107,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",51047,"Culpeper County, VA"
1108,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",51061,"Fauquier County, VA"
1109,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",51107,"Loudoun County, VA"
1110,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",51113,"Madison County, VA"
1111,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",51157,"Rappahannock County, VA"
1112,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",51179,"Stafford County, VA"
1113,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",51187,"Warren County, VA"
1114,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",51510,"Alexandria, VA"
1115,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",51919,"['Fairfax County, VA', 'Fairfax, VA', 'Falls Church, VA']"
1116,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",51942,"['Prince William County, VA', 'Manassas, VA', 'Manassas Park, VA']"
1117,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",51951,"['Spotsylvania County, VA', 'Fredericksburg, VA']"
1118,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",54037,"Jefferson County, WV"
1119,47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",19013,"Black Hawk County, IA"
1120,47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",19017,"Bremer County, IA"
1121,47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",19075,"Grundy County, IA"
1122,48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",36045,"Jefferson County, NY"
1123,48140,"Wausau-Weston, WI (Metropolitan Statistical Area)",55069,"Lincoln County, WI"
1124,48140,"Wausau-Weston, WI (Metropolitan Statistical Area)",55073,"Marathon County, WI"
1125,48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",39081,"Jefferson County, OH"
1126,48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",54009,"Brooke County, WV"
1127,48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",54029,"Hancock County, WV"
1128,48300,"Wenatchee, WA (Metropolitan Statistical Area)",53007,"Chelan County, WA"
1129,48300,"Wenatchee, WA (Metropolitan Statistical Area)",53017,"Douglas County, WA"
1130,48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",39013,"Belmont County, OH"
1131,48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",54051,"Marshall County, WV"
1132,48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",54069,"Ohio County, WV"
1133,48620,"Wichita, KS (Metropolitan Statistical Area)",20015,"Butler County, KS"
1134,48620,"Wichita, KS (Metropolitan Statistical Area)",20079,"Harvey County, KS"
1135,48620,"Wichita, KS (Metropolitan Statistical Area)",20173,"Sedgwick County, KS"
1136,48620,"Wichita, KS (Metropolitan Statistical Area)",20191,"Sumner County, KS"
1137,48660,"Wichita Falls, TX (Metropolitan Statistical Area)",48009,"Archer County, TX"
1138,48660,"Wichita Falls, TX (Metropolitan Statistical Area)",48077,"Clay County, TX"
1139,48660,"Wichita Falls, TX (Metropolitan Statistical Area)",48485,"Wichita County, TX"
1140,48700,"Williamsport, PA (Metropolitan Statistical Area)",42081,"Lycoming County, PA"
1141,48900,"Wilmington, NC (Metropolitan Statistical Area)",37129,"New Hanover County, NC"
1142,48900,"Wilmington, NC (Metropolitan Statistical Area)",37141,"Pender County, NC"
1143,49020,"Winchester, VA-WV (Metropolitan Statistical Area)",51921,"['Frederick County, VA', 'Winchester, VA']"
