MSA,pop_2014,electricity_kwh,nat_gas_cuft,fueloil_gal,vmt,hh_2014,cf_transport_phh,cf_housing_phh,cf_food_phh,cf_goods_phh,cf_services_phh,cf_phh,cf,msa
"New Haven-Milford, CT",823957,6962.280642832396,37480.2684604072,421.1818900391974,22276.531777750537,340732.0,15.73682447599166,13.32724084472091,7.516804372072815,5.733167598139266,6.533701353438556,51.25732227563396,17465009.93362131,0.0
"New Orleans-Metairie, LA",966885,42116.43061568406,90619.50173090695,2.361311255463629,60457.55850941227,647777.0,13.087108452515293,12.37172043268732,7.71976991606937,4.736952362878254,5.160230507301932,43.791169691280146,28366912.52910838,0.0
"New York-Newark-Jersey City, NY-NJ-PA",18319214,204161.28473496664,1199118.9249104392,5269.843703292102,466444.8670452698,6305739.0,12.861908400367774,12.93101935873226,8.410539499075115,6.009966592656956,6.779086897530657,46.92340978999828,295886775.12577397,0.0
"Niles, MI",172897,10990.388592795896,59543.85116020406,46.247823148833106,22647.079070197862,78006.0,15.484245993412332,16.613097245869135,7.502247002550652,4.971606867086839,5.508165664744345,48.9505115212065,3818433.601723234,0.0
"North Port-Sarasota-Bradenton, FL",592388,21816.90719661248,27703.08442238908,12.544245157576432,37101.20402231044,448683.0,13.143199240594338,10.796798633420847,6.745170766340529,5.072109619500247,5.752337324047253,43.8560161910767,19677448.912660867,0.0
"Norwich-New London, CT",260194,6933.719451245404,26011.51598251122,552.1091017994055,24589.208210027904,111418.0,17.208603016002005,14.212030367201415,7.453737480495323,5.794636001459361,6.625737545765438,54.291317059724136,6049029.964160344,0.0
"Ocala, FL",253497,11165.644818104982,16192.789924680492,16.084553975767125,19910.577995005857,124148.0,13.562905221534,11.309530927192865,7.122682280263671,4.500484560226533,4.925743148878286,43.674720432436494,5422129.192246126,0.0
"Ocean City, NJ",102949,9229.75974398577,45812.50872156603,98.4639399832707,15984.13068606786,91308.0,11.585133325736146,11.924578285513853,7.233513195854258,5.215186826690367,5.876033800129059,41.495000474145975,3788825.503293321,0.0
"Odessa, TX",123068,11005.324382353527,32346.924828705607,0.5128022800766879,21999.150567166118,50246.0,14.723684075165487,12.116866579067699,8.22887094939383,4.586487981617638,4.885127546976422,47.14785462831886,2368991.1036545094,0.0
"Ogden-Clearfield, UT",485401,55437.609476752186,316483.2368321256,2.9437827671695986,126856.0531899567,160929.0,19.148780623500038,14.46601997579269,9.489254077283892,5.904781770302185,6.481984258695206,60.17358135328137,9683674.273602217,0.0
"Oklahoma City, OK",1090655,102862.21991600476,269626.1791486503,4.341364489780117,197125.84253169986,738213.0,17.087135854466823,18.063107166193138,7.517736535558741,5.016189854479762,5.566182281306177,52.274380380278316,38589627.1636664,0.0
"Olympia-Lacey-Tumwater, WA",206218,11313.00033434668,35450.54150730829,19.049745368782656,26468.8285600675,86213.0,18.156356578292524,10.845463341045358,7.5187019561822925,5.483866514900798,6.196440592085696,55.51172221975383,4785832.107731637,0.0
"Omaha-Council Bluffs, NE-IA",767748,103079.2575430532,426416.0679830311,102.61682197057027,233834.19206815248,504784.0,18.03617213007265,19.738122974209915,7.974804340361288,5.693482777925211,6.414626042453764,56.15525742088556,28346275.461944297,0.0
"Orlando-Kissimmee-Sanford, FL",1653563,46475.54447951708,62252.81520942908,34.291140599264665,85413.47698052005,692922.0,14.726068830502635,11.425226784258767,7.814614598796375,5.288247876955285,5.890133076133784,48.44513321289071,33568698.59614266,0.0
"Oshkosh-Neenah, WI",152977,10112.57318731509,66942.80267504617,24.622692566187425,24009.39818404074,62853.0,16.575006031290616,16.315074797637685,7.333072945606204,5.328755816818506,6.013480597557996,51.82532142256393,3257376.927372411,0.0
"Owensboro, KY",111620,45922.79664969561,123271.58337760167,9.045942259066099,80455.33468185349,47131.0,16.806894381173237,17.33552373734701,7.463344711469468,4.803580405004208,5.287048408138065,51.167762286958215,2411587.8043466276,0.0
"Oxnard-Thousand Oaks-Ventura, CA",758032,8462.083772165697,40027.35642130718,0.20231792380013958,27703.444689670094,253479.0,19.30582285433916,8.762111826811536,9.409059010701396,6.583272704711506,7.4100918318531415,62.014069255944364,15719264.26092752,0.0
"Palm Bay-Melbourne-Titusville, FL",476557,11659.6076917251,15934.206733427025,7.288373301543004,20773.20083641621,232251.0,14.4387178603152,11.567665599346029,7.15330449453056,5.051424493605347,5.665468068804243,46.74763277757055,10857184.460223539,0.0
"Panama City, FL",148104,10456.870341065493,17113.602442711424,4.2599204094805785,19617.240148814348,78375.0,13.532246077786029,11.590321987758097,7.361761667476908,4.795911992925717,5.291256133910569,44.51342194988525,3488739.4453222565,0.0
"Parkersburg-Vienna, WV",93977,30589.87341093028,123012.54703282673,5.12384561125773,44723.581379293755,43116.0,14.718512325285515,19.455838504357178,7.234503721506436,4.572817614122909,5.007805896266238,46.25215188246661,1994207.7805644304,0.0
"Pensacola-Ferry Pass-Brent, FL",411576,23063.423159619673,36898.13782063743,2.556150580401836,43625.65451690805,173537.0,14.251140468207822,12.515079882510989,7.632389295866844,4.881337767536059,5.367622767072087,46.38363076689063,8049276.132393899,0.0
"Peoria, IL",403621,73823.87327814703,381707.7965605117,43.587784792974404,162277.13224890752,168854.0,16.903734919958097,18.6281611008167,7.418220200730762,5.185848828792893,5.809872130622241,52.22141100006209,8817794.133004485,0.0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",5671537,121876.56097073972,557802.4100891772,2423.594802597257,245378.32152081648,3048618.0,14.219211281927114,14.745602625831205,7.799981881940499,5.818593653070423,6.608659315900002,48.66565741476515,148362999.1764865,0.0
"Phoenix-Mesa-Chandler, AZ",3243549,22942.03931592877,54827.529505701816,0.9199184095260576,43037.44340678616,1327437.0,15.345069100735527,12.680391533841902,8.260395120335035,5.538422649870487,6.164152668909746,50.65310864058632,67238810.57453398,0.0
"Pine Bluff, AR",106543,42419.684262870374,103119.19638289079,2.468818552636848,68146.7759849983,43031.0,14.164752933901031,13.36083610553605,7.800047176488127,4.509174748284273,4.839222667090955,45.477950459665415,1956961.6862298625,0.0
"Pittsburgh, PA",2422221,76577.68522101191,428652.68539105565,802.6474748862255,147273.00673552632,1075259.0,13.432587270013626,17.237447596894214,7.144693079279428,4.921763531700074,5.492135358258237,44.423766509264986,47767054.75298576,0.0
"Pittsfield, MA",134504,6971.572463211326,40388.66112078806,415.15305764619694,20224.742832926902,65953.0,14.084182964975719,13.491305165268384,6.9067617319931,4.963251835694549,5.580626287016626,45.61900578465571,3008710.2885153983,0.0
"Pocatello, ID",84293,20168.416605288898,96034.36395180848,52.586152286004214,55360.16766026191,32351.0,17.712226836305526,11.290033613126301,8.201145580755488,4.874290141735241,5.275655372235692,53.775544767337465,1739692.6487681344,0.0
"Port St. Lucie, FL",127099,11084.849577403365,13822.619490778912,2.1408382162858217,19237.60039024697,69259.0,13.640905106103649,10.87236538497689,6.751277193368949,5.177954462659293,5.894666498921535,45.10570836715707,3123976.2558009317,0.0
"Portland-South Portland, ME",487568,20811.62746290607,69804.32912273626,1914.6743691655915,72451.05721872643,233323.0,16.39954135160038,15.098079472045113,7.330094638369824,5.346528947509971,6.038928089388264,51.51463437846881,12019549.03708748,0.0
"Portland-Vancouver-Hillsboro, OR-WA",1924258,79652.70985889145,243074.3368941625,234.9373257569838,187941.34292720596,1470743.0,17.21498795483973,11.26215877088677,7.755042045167792,5.715961323485922,6.477216385173742,54.378195663506915,79976350.62473315,0.0
"Poughkeepsie-Newburgh-Middletown, NY",626072,15082.853942207897,67553.65696354165,773.6493873249099,47527.90171283364,230375.0,16.679352066353452,12.025594818586038,8.317083866898637,5.998711990770733,6.777012152746358,54.451512143122635,12544267.109971877,0.0
"Prescott Valley-Prescott, AZ",170324,11499.796911883906,31087.578731195536,1.2283307511791235,23874.317195462765,83711.0,16.116044630577285,12.514816846237148,7.038466687020032,4.659903039693615,5.1533310471631335,49.083790035031356,4108853.14762251,0.0
"Providence-Warwick, RI-MA",1582997,46389.41057498513,256975.019621496,2310.9868629029415,138776.04841486117,656755.0,15.34599622496037,12.993377769889515,7.529125072437508,5.312533177834145,5.96456778594731,49.498218486139706,32508202.481864683,0.0
"Provo-Orem, UT",376426,25392.856026948568,126311.74071741069,59.20316298178424,61849.693805173854,106961.0,19.475636560460543,14.206545822784816,10.805883042228041,5.861011875408695,6.234874362958504,61.85304240151632,6615863.268308587,0.0
"Pueblo, CO",141544,9397.879826614764,59402.4046966769,0.4432629894922496,23250.0432656983,59208.0,15.630220623790057,16.314446016932244,7.57085577629571,4.634157393993051,5.043289798946666,48.50874421681554,2872105.7275892147,0.0
"Punta Gorda, FL",139499,11301.724878536048,13509.471038437978,1.3762135193411118,18670.065577531022,89222.0,13.03458695957716,11.017413619273237,6.584015154230498,4.731275446487971,5.314832733953508,42.6992972538263,3809716.69958089,0.0
"Racine, WI",198419,10568.849636260367,68404.42022346286,29.398417291856685,24881.84098801022,78566.0,17.216801399182035,16.60453615375609,7.809103614069215,5.614099052148483,6.331666628717603,54.188472093299374,4257371.498482158,0.0
"Raleigh-Cary, NC",804481,35868.22617458077,89564.21589662395,115.66589164146853,72828.64816617624,332538.0,16.742448947811265,12.585565719857755,7.6301235981483355,5.872149257630544,6.705320010034747,53.69249076143616,17854793.492826458,0.0
"Rapid City, SD",113026,22004.882924161902,103811.56691901435,12.754035092025912,50748.57442468376,47340.0,16.457125225342107,17.037609547084447,7.629533736172231,4.880191402382123,5.365784428251655,50.78976001749023,2404387.2392279874,0.0
"Reading, PA",371838,10227.852460005503,38951.98267318366,336.67495394720777,22553.136938666838,149416.0,15.67869313037949,15.08288749771819,7.682676407467768,5.41704494298608,6.082676051995523,50.539783663208354,7551452.315821939,0.0
"Redding, CA",169329,6746.07659635272,39054.76384142952,15.78837876801949,24200.350749133344,71183.0,16.248902559554555,8.159394531622304,7.609026097124534,4.699278385375469,5.124911956457823,49.93102155806694,3554239.9075678787,0.0
"Reno, NV",341877,13734.306644239037,71481.86382866782,103.45640436175788,47558.24040370858,144449.0,16.236462518145295,9.880756809609924,7.66121188690727,5.533739226400553,6.243639538770543,51.91151568836895,7498566.529669207,0.0
"Richmond, VA",742918,169595.13863436083,363246.10757876746,2040.5603294375549,403675.44299004035,602748.0,19.19372280609474,14.497551593882097,7.715847853243983,6.07152111403522,6.961970004566642,59.136784584035325,35644578.634458125,0.0
"Riverside-San Bernardino-Ontario, CA",3251985,17065.563887349505,87488.83847041697,0.5621047619144708,48845.628828378794,1185471.0,16.612678827995897,9.075563175240015,9.445126502073593,5.529771780343039,5.982710546884613,54.18296648529303,64232335.462286815,0.0
"Roanoke, VA",150038,48552.71329777656,124634.26127850675,551.7746692199055,118946.03188604813,115892.0,19.31462660296597,17.375262203695055,7.333822178802646,5.439429107249514,6.162546836348355,57.56505132833245,6671328.928543105,0.0
"Rochester, MN",185209,48797.4224606997,226805.84495696306,130.009445765983,108921.58871164842,73764.0,17.402199824571813,18.234721745271084,7.659390439592031,5.598713689267645,6.331850148633111,54.394353926636406,4012345.123044408,0.0
"Rochester, NY",1067482,48149.33311420291,304908.30297343014,852.9921411172742,132454.95824103826,441250.0,14.613700232094855,10.3316035111873,7.581369118909515,5.415291508311152,6.095717103366512,48.319778194776895,21321102.128445305,0.0
"Rockford, IL",318682,24625.23085188932,144287.92660478555,16.032329341272906,54201.13569389707,129094.0,17.067316691935083,17.825682153352496,7.741582748913544,5.442563543507482,6.108322931403578,53.42710260769478,6897118.38403775,0.0
"Rocky Mount, NC",144522,23121.890219950834,67434.46380194131,78.31456703492273,40810.08606101241,91595.0,13.91140853969663,12.117836704343928,7.823298313616139,4.696310172439889,5.089855812919663,45.432281378368955,4161369.812851704,0.0
"Rome, GA",87182,12902.980567422368,40882.22664575923,2.0744764360186325,24011.929412034595,35300.0,16.139244203297075,15.161310241485065,7.6335912229588665,4.717880499895342,5.145221298872786,49.77518142832115,1757063.9044197365,0.0
"Sacramento-Roseville-Folsom, CA",1803106,29293.643398597244,164087.9346960184,11.937076660604056,103251.6049967393,714994.0,16.653778186406484,8.400427076077648,8.08414516248456,5.627104224270637,6.309329842347301,53.32813560191547,38129296.98655595,0.0
"Saginaw, MI",209068,11338.263697841088,70874.05348958018,21.08308929278578,23879.94980580481,85150.0,16.228218286670817,18.19233955488596,7.658160502802916,4.992764053245693,5.512404732876485,50.61976586226674,4310273.063172013,0.0
"Salem, OR",348919,21851.255756377654,70005.77295161653,60.11233726289725,51581.586686074515,219976.0,17.388629565085232,10.668310935385882,8.019738499905072,5.192522464942845,5.731497097319058,53.72101719233745,11817334.477901623,0.0
"Salinas, CA",388409,6359.510526552472,38443.649210241,0.616387021399673,24315.98258279288,129027.0,16.639437888558266,7.59985012782743,10.054030364898859,5.833398826816225,6.3039639044502085,55.470268873281825,7157162.381912934,0.0
"Salisbury, MD-DE",319776,43217.98208568833,109184.70972856127,808.1380453311253,83882.99664743408,188044.0,14.329909624543786,12.783512915934647,7.346077738907577,4.930421078584122,5.474863881617646,46.41118194819691,8727344.29826674,0.0
"Salt Lake City, UT",939115,24829.11311501641,142297.85486135655,17.92139388022335,56659.848360160584,324775.0,17.889844594011063,13.914456151417722,9.309662749506604,5.951053473388814,6.571186030326067,57.611591441243604,18710804.610329892,0.0
"San Angelo, TX",106309,34292.61411057147,85793.62358781222,4.894035125826217,81641.23416793623,45120.0,15.625584436924653,11.956642334211317,7.605756256763059,4.640448246342459,5.04462464386776,48.54199802082259,2190214.950699515,0.0
"San Antonio-New Braunfels, TX",1704549,101015.80074894123,210169.4159167274,6.62341244357858,229538.49981158157,1137995.0,17.735960374072732,12.775222599806003,8.296838040395976,5.3367242037892915,5.886551045572494,54.992034037903224,62580659.77496368,0.0
"San Diego-Chula Vista-Carlsbad, CA",2813659,6875.857284223691,33259.03895122045,0.8454826511707294,23111.053156405946,1040131.0,16.089899804424103,7.550214744072121,8.461206340213934,5.72271082179834,6.384614633163143,52.748331404023624,54865174.6915985,0.0
"San Francisco-Oakland-Berkeley, CA",4093415,32343.644182953674,228509.9116050486,3.687935644348027,116063.83438641668,1599438.0,16.505147811638988,8.01848313170596,8.028044645429963,6.612190607321187,7.647158021403286,55.297688897432415,88445224.93473151,0.0
"San Jose-Sunnyvale-Santa Clara, CA",1759816,14173.016606564051,104965.07376242233,1.5358036401009243,61418.25284295273,604935.0,20.139841124745242,8.316734905432483,9.221185998501234,7.4967979307590955,8.670041925571192,65.667708104322,39724695.00208803,0.0
"San Luis Obispo-Paso Robles, CA",245489,6549.039409746142,37336.05196754912,0.6317295052012595,25256.418434227195,101633.0,17.22316861054576,7.739378389173926,7.545244960059312,5.193945913556529,5.802095262319546,52.987623357026905,5385291.124644715,0.0
"Santa Cruz-Watsonville, CA",274533,6266.219163482342,41799.65112929688,2.5949414241692095,25872.93860483075,119876.0,18.032041676884496,7.881973186703421,8.582954836030641,6.136005114118468,6.925799613241395,57.708842917159494,6917905.253537412,0.0
"Santa Fe, NM",126902,11980.726120523517,36076.24925398064,1.2268696001558026,23746.163228317913,56575.0,16.32492118376563,13.193277843789247,7.308334462813826,5.18451172836948,5.821534264333292,50.964222823047855,2883300.906213932,0.0
"Santa Maria-Santa Barbara, CA",399242,6714.483699131517,36519.552198179976,0.16808122691490768,24462.13153175267,142880.0,16.844607858093774,7.6903014579474975,8.608410738349171,5.642654727852341,6.2541537192386,54.19443490162766,7743300.85874456,0.0
"Santa Rosa-Petaluma, CA",458408,7065.380899674001,47381.48544052758,1.019226790543483,26347.344007957978,183161.0,18.3169396768902,8.649059125293185,7.853833419137535,5.940675822477616,6.765086133303909,57.19347472869946,10475614.02478332,0.0
"Savannah, GA",296153,42756.151838340884,92101.98710091693,14.790466453573728,83282.47563720464,123749.0,15.311538862936114,15.138354850968515,7.702975947562312,5.079595723434063,5.623949677718484,49.02959907458708,6067363.855881077,0.0
"Scranton--Wilkes-Barre, PA",556524,28642.086294882312,137664.2144875547,764.6747345576177,61042.58506731731,250316.0,13.274558871797419,13.981063629582575,7.130759316951807,4.667693797099125,5.150423177526119,43.49799403517189,10888243.874908088,0.0
"Seattle-Tacoma-Bellevue, WA",3057502,33982.596199525404,109501.10747669646,88.33733306371914,77164.95044825398,1295799.0,17.396039114086275,11.131498970739639,7.586663483226808,5.88715103941336,6.731694536823215,54.99758728763592,71265818.60973135,0.0
"Sebastian-Vero Beach, FL",112951,10689.956615365762,13791.000900278603,5.344970264492672,19477.127754513018,64414.0,13.758010672402749,10.684554895466711,6.8924731078078105,5.166107072553867,5.858654054050543,45.433255579217715,2926537.72487973,0.0
"Sebring-Avon Park, FL",88412,10550.724645470333,13967.305833250026,3.0340249652447087,17513.520789033162,48581.0,12.009875213165712,10.465374526275772,6.928292200153826,4.323229737343968,4.716190297507675,39.98746266133689,1942630.9235504076,0.0
"Sheboygan, WI",113305,10275.155694256468,65694.42351513983,35.013577199935646,24344.275177617936,45931.0,16.83872360388087,16.515877001984695,7.526148095847491,5.4697957883831565,6.175846904633719,52.84923799662611,2427418.350423034,0.0
"Sherman-Denison, TX",113684,11795.074321720003,32810.44658067375,0.3834950837128253,26762.067845958973,49561.0,17.93780259081978,12.749659500180663,7.584221086520531,4.873961037912439,5.36279390813835,53.69658121421088,2661256.2615575055,0.0
"Shreveport-Bossier City, LA",375761,40609.014358749344,99616.17691627334,1.5926035027079184,70003.71931007114,159687.0,14.927778116646783,16.985453517032774,7.700025440512476,4.65575835275286,5.0526385221808425,47.26397854873974,7547442.9425126035,0.0
"Sierra Vista-Douglas, AZ",119436,10821.440779849148,33208.48454858583,0.6769198429408633,22683.375037677084,51618.0,15.227065996106266,12.229188395378012,7.855161006731639,4.618421141441932,4.982938797981767,47.91065293836787,2473052.0833726726,0.0
"Sioux City, IA-NE-SD",147043,48418.494472737206,206163.55878465698,87.95359662264374,108977.78991318602,58505.0,16.57721129582392,16.915383700777664,7.846766114586611,5.052409905912566,5.566660824996716,51.62025943714372,3020043.2783700936,0.0
"Sioux Falls, SD",186288,49083.68200420383,192950.41823080246,237.24196751647563,119159.45029149967,129449.0,19.373862618622578,18.351464577805444,7.7933160356717925,5.500528928417534,6.182838633361142,58.224408834695616,7537091.4992425125,0.0
"South Bend-Mishawaka, IN-MI",42642,11411.750094578647,49420.00556518153,54.8489923907945,24686.225763331928,20748.0,16.788503980507564,16.967933582057576,7.635142113409314,5.085287779752222,5.642359968434114,51.93979782261078,1077646.9252235284,0.0
"Spartanburg, SC",249912,11643.096636191742,31348.436390667062,85.82516387737887,24024.209905886873,105557.0,16.282820932045315,12.614072852000355,7.5601843849034855,4.911663868725476,5.418238707582901,50.455728825302494,5325955.367612455,0.0
"Spokane-Spokane Valley, WA",458912,24002.511353668757,83003.2620419587,72.33487649449386,52121.126068330545,192989.0,16.62272237538273,12.685603015438588,7.511175225637857,4.944864709619729,5.470693573127264,51.17217825915031,9875667.510055158,0.0
"Springfield, IL",201569,25005.724713622905,113382.78359517682,2.893478338221642,53341.538476288384,90802.0,16.222977101523472,18.403123591984933,7.171696055974767,5.33283777632782,6.043408215548795,50.993896250898324,4630347.767374069,0.0
"Springfield, MA",680717,20744.37425202914,110409.4001290168,1168.0341270791985,68361.98182373616,276904.0,14.982306258046203,12.563364822354792,7.470918086410761,5.150177773087915,5.7533674123514,48.339075787942484,13385283.441984426,0.0
"Springfield, MO",373439,60265.581999844784,154164.19843909878,15.937121595781694,122044.82354854257,159052.0,15.23215463236485,17.551718648702042,7.3375127677959355,4.700921208111438,5.165906091431414,47.66864933206848,7581794.013564156,0.0
"Springfield, OH",143701,11562.904840781353,58340.92604478366,34.547693458734294,22239.013472418424,60708.0,15.29386055110598,16.86711716452088,7.47506593551889,5.061357446905388,5.632560805605127,48.75670529024137,2959922.064759973,0.0
"St. Cloud, MN",174942,22584.07309412775,100557.0047169493,101.63723943928187,52089.69602112197,92931.0,17.567082328540383,17.125880432204458,7.873268648258577,5.276193816226938,5.865742248568552,54.14936937013483,5032155.044935999,0.0
"St. George, UT",90354,11441.321843841846,38786.69083630274,3.0765679076385157,22855.760165570977,36478.0,15.417259489000836,10.802555771674921,8.972554286473205,5.040480691891605,5.391062677141786,50.238616633508265,1832604.2575571146,0.0
"St. Joseph, MO-KS",117231,49029.84228900048,163833.80621008354,27.669292446071815,103136.79941348296,49465.0,15.27893265161914,18.434299026259133,7.379626373058535,4.727901180080049,5.1958370881762015,47.86122994455307,2367455.7392073176,0.0
"St. Louis, MO-IL",751143,133455.98602060016,448157.3017807194,127.57397149076536,307589.1753537609,305404.0,18.18900394277602,17.68073189596062,7.817586442820757,5.315903402851206,5.92722353212811,55.438721263352114,16931207.22871279,0.0
"State College, PA",127233,8671.684168214633,30190.353715689926,258.8014086215398,20227.9057084247,53207.0,13.90348478935378,15.012739087941819,7.35819763740539,4.786585658483486,5.2801622538416035,45.23191512843804,2406654.5082388027,0.0
"Staunton, VA",40238,11756.513031460221,29352.05832433543,184.5729423227571,31582.40056662856,16062.0,21.119558950736273,16.541286528961887,7.749973408221084,5.238100226409519,5.841862232759329,61.06905376886248,980891.1416354692,0.0
"Stockton, CA",562825,7455.430389474416,42080.58973269434,0.848758822896867,24769.43108781593,188869.0,16.784258125989606,8.411171248016444,9.152604681739438,5.391558167555086,5.836128545699321,53.94880764697305,10189257.351476153,0.0
"Sumter, SC",137070,23593.41194013868,53812.29834062726,101.16404970631771,41537.60135972162,57027.0,14.24811942569202,12.072399743451255,8.036847614006858,4.5636466760927945,4.881464384352668,45.97819752583636,2621998.67030587,0.0
"Syracuse, NY",653657,23009.482519926532,156019.36762959696,486.305996254879,61905.65984120022,279999.0,13.823644588013664,10.382427631909982,7.511651368597355,5.122053685141422,5.7101159128483445,45.99111014261445,12877464.848821905,0.0
"Tallahassee, FL",320095,44616.10221086211,73480.59618039706,70.15409554815169,88612.8407504521,137285.0,14.416835678368113,10.834629726777152,7.258687923563637,4.944523885330204,5.505538140730382,46.54242130636045,6389576.309043694,0.0
"Tampa-St. Petersburg-Clearwater, FL",2392785,43286.89177071272,57324.14212852018,28.131320743735426,77116.43963154202,1186305.0,13.17574595008136,10.737800766887178,7.041493569447988,4.898678237869342,5.475313178700227,43.76697688618028,51920983.514960095,0.0
"Terre Haute, IN",185145,58690.17276961132,220547.41716949132,156.24080376505813,130816.23341345176,78929.0,16.26511371025096,15.862059740591326,7.309293632193486,4.655590597203921,5.109243467787742,49.60435511768707,3915222.145083923,0.0
"Texarkana, TX-AR",143104,39572.10576162046,100952.52575962902,1.5465891546729504,67679.12789083511,60508.0,15.337807669187427,13.714619485230946,7.5024203552449995,4.532921616851827,4.915730618451629,47.62668792892331,2881795.633203292,0.0
"The Villages, FL",43067,10757.092290330662,15878.796223638717,12.52825602916136,19941.99410221283,18826.0,13.394610002754588,10.898922971346087,7.228510692641697,4.232897854916775,4.548968283195552,42.799596836263206,805745.2100394911,0.0
"Toledo, OH",651651,46172.668313625574,229862.79534942267,68.33957318548904,93719.371144705,273671.0,14.522508803629167,16.22449555743995,7.450069984127772,5.126192823143649,5.723990356403532,47.34527077093329,12957027.597152084,0.0
"Topeka, KS",226620,65520.832281359435,217577.57618678652,8.65537701977846,149281.55356125304,97201.0,16.838646107051485,18.933858463192514,7.41263883574803,5.180869276243116,5.803066235229165,52.07386656132328,5061631.903627184,0.0
"Trenton-Princeton, NJ",358870,10442.488826249259,67218.16832038938,146.06225077618774,21231.015534873353,138312.0,15.549348896072505,14.69461239910475,7.871166634157219,6.542113036976303,7.574697814368736,53.086675277647274,7342524.23100195,0.0
"Tucson, AZ",846103,11920.124704831846,29406.794549504168,0.4070837815112684,21104.85543722218,368584.0,14.519595706381201,12.630277038348796,7.614480494691547,4.977326675739095,5.49860921038423,47.12960779357728,17371219.358987886,0.0
"Tulsa, OK",854083,102056.32746545189,286162.09199431195,4.6312612876077575,189834.15908180104,585806.0,17.492964581266374,18.51105662670152,7.705962806061538,4.902015623420432,5.384491159950341,52.97839875196506,31035063.859293643,0.0
"Tuscaloosa, AL",204909,53619.10512514764,120345.56254942005,19.925242394820778,86120.56044241352,90629.0,15.064816500417857,14.505216695187984,7.353450617163049,4.5330111531264174,4.936458246656071,46.95255301778124,4255262.927448496,0.0
"Twin Falls, ID",82851,20146.855035382916,75492.69986499747,104.43293566232492,55773.61645521752,32389.0,17.88237364896967,10.82597560622954,8.087728397201401,4.751109477652163,5.126407917735549,53.72999309052845,1740260.746209126,0.0
"Tyler, TX",176752,11783.90970651985,31009.866105463327,0.3499436851251039,25002.445986466915,72642.0,16.855065268708213,12.67103726399174,7.834914003801939,4.932194380666063,5.408600092605077,51.885839014489505,3769091.1176905464,0.0
"Urban Honolulu, HI",868588,5920.716853173786,24004.84334105487,0.43234178909851817,21022.557458772168,314342.0,14.94975919046215,9.495604865338294,9.20531266837672,6.1427957815289895,6.84423857289538,52.091865403725386,16374661.154737845,0.0
"Utica-Rome, NY",298916,14402.07705323361,99874.77769467387,468.92324139985,39017.49886234754,134513.0,13.278655184641304,11.022729264982022,7.334423693199806,4.734909093757196,5.212305525022183,43.83894868126179,5896908.503962567,0.0
"Valdosta, GA",114553,51506.782994981244,109887.27147929606,30.18238995714344,92312.64068849778,47318.0,14.84241185496524,14.182141065626029,7.876691221594504,4.550058351199371,4.8859471766799505,46.997520459404306,2223828.673098093,0.0
"Vallejo, CA",403407,7801.6375974065895,43043.795996999965,0.4204556514545523,27386.054969298995,137539.0,18.935374038968995,8.751511689537933,8.759519666242777,6.142157195146273,6.906808991079943,59.67923393040699,8208222.155554246,0.0
"Victoria, TX",90385,25320.39999884939,51883.92583530605,1.5480356891202336,51368.0416113107,36039.0,17.02944836849749,13.031124833729596,8.2146061184392,5.112201308986626,5.594770540422009,52.98047470484282,1909363.3278878303,0.0
"Vineland-Bridgeton, NJ",148172,9232.81780506668,46746.72635101015,315.84541805349994,19453.767965607538,53622.0,13.46744232082923,14.633781284669139,8.207376359906055,5.070490160434095,5.540174615430085,45.7529257774287,2453363.3860372817,0.0
"Virginia Beach-Norfolk-Newport News, VA-NC",241675,117398.9428451906,262157.7768410236,1197.1539860476264,248512.48004711242,154376.0,19.31778450262071,14.673591581559716,8.217787197726588,5.831909058763929,6.563243138730698,59.24850840046264,9146547.73282982,0.0
"Visalia, CA",364583,8269.185399683674,41335.15942100384,0.7066125056014787,23135.477649808137,118305.0,15.346713805934264,8.610501783369676,10.034969759972354,4.93420112424556,5.093736423377701,50.756334919464145,6004728.202647205,0.0
"Waco, TX",230134,23853.53531523676,62600.276985586825,1.1065046565972416,46543.241062835026,92802.0,16.04953400432109,12.496835398269372,7.820448326940959,4.667189424666283,5.049951471423029,49.63665723167245,4606381.064413667,0.0
"Walla Walla, WA",55372,11351.942246799299,41027.85015061097,48.48196379997737,23422.078090009392,6815.0,15.824301013109137,11.986232839580985,7.6464436899516,4.7951518946386,5.248509530773594,49.33870714158208,336243.28916988184,0.0
"Warner Robins, GA",138023,25171.93927161848,63190.26064735644,1.7342311838893336,49757.30305671804,54960.0,16.855918816481836,14.09778243870467,8.048196971451059,5.262615663751153,5.819865357835791,52.84251562600167,2904224.658805052,0.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV",3818018,236192.4146459903,659483.2010490553,2300.193393968225,536530.3148425111,1661905.0,18.626795460512025,14.581481127355456,7.96613854751713,6.8979703807130885,8.042249435579357,60.15994928483362,99980120.51621142,0.0
"Waterloo-Cedar Falls, IA",163053,33569.250671490605,175464.00758263745,58.67542502263383,79940.18233243993,35859.0,17.113538887583015,11.420935985818556,7.365188589410996,4.946678912647756,5.494332937758024,52.0332782149828,1865861.3235110682,0.0
"Watertown-Fort Drum, NY",113221,6932.470465865066,42465.68627393095,200.4130764002955,18464.968919193438,54953.0,12.713145205394714,10.046364198100532,7.8691726799798625,4.75533154895799,5.162233740585265,43.213028380312544,2374685.548583315,0.0
